sample_id,task_id,condition,mode,layer,head,token_index,left_token_id,right_token_id,cosine_similarity,instruction_entropy,kl_instruction_to_lora,kl_lora_to_instruction,lora_entropy
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,21,39,48,48,0.2557896077632904,2.3019561767578125,2.747145414352417,2.539001941680908,2.4477734565734863
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,21,40,304,304,0.4507482945919037,3.2777597904205322,2.750033378601074,1.21757972240448,3.896576166152954
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,21,41,279,279,0.4493096172809601,3.336968421936035,2.6330997943878174,1.2310874462127686,3.956005096435547
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,21,42,3723,3723,0.3985922336578369,2.8296947479248047,1.2640656232833862,1.467606544494629,3.837517738342285
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,21,43,4273,4273,0.45443955063819885,2.9500904083251953,0.8935831785202026,1.3581925630569458,4.025123119354248
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,21,44,1174,1174,0.40340667963027954,3.1979336738586426,1.3095580339431763,1.3888310194015503,3.7282700538635254
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,21,45,264,264,0.4659830629825592,3.26285982131958,0.6397294998168945,1.2441569566726685,3.862759590148926
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,0,37,37,0.2837413251399994,1.6586875915527344,5.344810962677002,3.405832529067993,1.6007426977157593
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,1,82276,82276,0.2453709989786148,1.396282434463501,6.775428771972656,4.851902008056641,1.4476548433303833
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,2,12711,12711,0.17415378987789154,1.5142654180526733,11.560089111328125,6.185675144195557,1.558986783027649
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,3,50697,50697,0.17005200684070587,1.6097670793533325,7.058355808258057,4.658116340637207,1.6335186958312988
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,4,430,430,0.17603589594364166,1.9771742820739746,8.538476943969727,4.367724895477295,1.9871642589569092
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,5,81823,81823,0.1917024552822113,1.5069642066955566,7.17879581451416,4.846586227416992,1.5068809986114502
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,6,48,48,0.19640372693538666,1.3809986114501953,7.036592483520508,5.144487380981445,1.4767963886260986
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,7,279,279,0.2209932804107666,1.6502583026885986,6.42365837097168,5.305316925048828,1.6862374544143677
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,8,2363,2363,0.2127537578344345,2.341536045074463,8.548364639282227,4.362185478210449,2.317521572113037
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,9,574,574,0.19039009511470795,2.095396041870117,7.35929012298584,4.505413055419922,2.043159008026123
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,10,264,264,0.18099136650562286,1.7530133724212646,7.055412769317627,5.218603610992432,1.718625783920288
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,11,330,330,0.17222946882247925,1.9067529439926147,7.047848224639893,4.42315149307251,1.9295775890350342
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,12,78856,78856,0.1756609082221985,1.8337962627410889,8.096036911010742,4.871877670288086,1.8403674364089966
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,13,81823,81823,0.1829763501882553,1.4431391954421997,6.954005241394043,5.1085004806518555,1.5086332559585571
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,14,48,48,0.18173721432685852,1.3599436283111572,6.956485271453857,5.436953544616699,1.4768401384353638
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,15,73944,73944,0.15235580503940582,1.844500184059143,8.797115325927734,5.07796573638916,1.8661526441574097
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,16,330,330,0.13773217797279358,1.7423521280288696,8.416258811950684,5.1886372566223145,1.8441073894500732
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,17,662,662,0.1807267814874649,1.652265191078186,7.129762649536133,5.253420352935791,1.6591522693634033
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,18,1283,1283,0.20383095741271973,1.645787239074707,6.864109516143799,4.809273719787598,1.656302571296692
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,19,3010,3010,0.17972129583358765,1.5286191701889038,8.12392807006836,5.144242763519287,1.6186614036560059
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,20,1200,1200,0.1917932629585266,1.9010816812515259,9.895904541015625,4.465460777282715,1.9225091934204102
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,21,1619,1619,0.21278086304664612,1.6852465867996216,9.368844032287598,5.101696491241455,1.6772843599319458
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,22,430,430,0.17802630364894867,1.9711124897003174,11.362214088439941,5.2249627113342285,2.012143850326538
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,23,81823,81823,0.20167526602745056,1.4299302101135254,6.421334266662598,5.669950485229492,1.5446076393127441
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,24,48,48,0.19447579979896545,1.2169239521026611,6.459964752197266,6.060620307922363,1.4615931510925293
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,25,1174,1174,0.20356754958629608,1.6634968519210815,7.119897365570068,5.311594009399414,1.8628044128417969
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,26,1418,1418,0.18664556741714478,1.6713217496871948,7.523996829986572,5.395427703857422,1.8134000301361084
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,27,32284,32284,0.2055734395980835,1.2233912944793701,7.227797508239746,6.885412216186523,1.399375319480896
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,28,364,364,0.1769229769706726,1.4480011463165283,6.5976881980896,5.287325382232666,1.6922632455825806
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,29,82,82,0.16828195750713348,1.3677855730056763,6.262510776519775,5.11635160446167,1.650649905204773
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,30,2363,2363,0.1766727715730667,1.5087306499481201,4.732338905334473,3.67043399810791,2.254230260848999
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,31,4036,4036,0.18490320444107056,1.3966797590255737,4.769018650054932,4.251330375671387,1.868391990661621
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,32,24716,24716,0.19342687726020813,1.237849235534668,5.0774006843566895,5.24356746673584,1.689974308013916
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,33,2802,2802,0.1365014910697937,1.2245187759399414,2.6756246089935303,4.680706977844238,2.108027935028076
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,34,81823,81823,0.15094849467277527,1.2556716203689575,7.111883163452148,6.904426574707031,1.5125595331192017
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,35,48,48,0.15261831879615784,1.1422940492630005,7.6396098136901855,6.463329315185547,1.4241695404052734
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,36,323,323,0.1433834582567215,1.281741976737976,6.430256366729736,5.303261756896973,1.8868848085403442
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,37,14765,14765,0.2452215999364853,1.6178356409072876,3.7694807052612305,3.545635223388672,2.363806962966919
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,38,81823,81823,0.18872350454330444,1.1956171989440918,6.612090587615967,6.078060150146484,1.4746265411376953
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,39,48,48,0.18605028092861176,1.1555118560791016,6.643064498901367,6.760095596313477,1.4450172185897827
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,40,304,304,0.1108161062002182,1.4181325435638428,4.754706859588623,5.041921138763428,2.39074969291687
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,41,279,279,0.16839490830898285,1.5288002490997314,3.9898626804351807,4.254998683929443,2.4498283863067627
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,42,3723,3723,0.2002202272415161,1.2816359996795654,5.836735248565674,5.697429180145264,1.8170496225357056
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,43,4273,4273,0.18403373658657074,1.376736044883728,4.608567237854004,4.71470832824707,2.2318079471588135
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,44,1174,1174,0.20306497812271118,1.367740273475647,4.402011871337891,4.372694969177246,2.1049036979675293
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,22,45,264,264,0.20721107721328735,1.3699977397918701,4.320520877838135,4.387946605682373,1.8299751281738281
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,0,37,37,0.247054323554039,2.1708102226257324,7.424471855163574,3.216228485107422,2.087397336959839
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,1,82276,82276,0.24907520413398743,1.7578946352005005,5.530052661895752,3.802152156829834,1.7845720052719116
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,2,12711,12711,0.184920072555542,1.7190957069396973,6.975094318389893,4.704266548156738,1.8374255895614624
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,3,50697,50697,0.2540737986564636,2.4450395107269287,6.618638515472412,2.8410568237304688,2.393512487411499
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,4,430,430,0.2953725755214691,2.9431231021881104,7.3097405433654785,2.0350422859191895,2.859870195388794
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,5,81823,81823,0.2288823276758194,2.082437038421631,6.498387336730957,3.383967399597168,2.1494061946868896
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,6,48,48,0.22996178269386292,1.9306344985961914,5.847445964813232,3.472184658050537,2.047046661376953
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,7,279,279,0.22126489877700806,2.255779504776001,7.646487236022949,3.282650947570801,2.237903594970703
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,8,2363,2363,0.24475373327732086,2.4130096435546875,7.379856109619141,2.8588943481445312,2.4521303176879883
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,9,574,574,0.2367057204246521,2.6043832302093506,8.006983757019043,2.9520773887634277,2.5580849647521973
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,10,264,264,0.17539413273334503,2.2973830699920654,8.828256607055664,3.8676581382751465,2.275057315826416
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,11,330,330,0.24842257797718048,2.8296399116516113,9.136404991149902,2.458024263381958,2.810241222381592
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,12,78856,78856,0.1852920651435852,1.9768750667572021,6.882053852081299,3.9868974685668945,2.048671007156372
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,13,81823,81823,0.18614912033081055,1.890272855758667,6.720678329467773,3.9929614067077637,2.038994073867798
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,14,48,48,0.19472981989383698,1.93711519241333,6.652976989746094,3.734417676925659,2.110621452331543
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,15,73944,73944,0.2320510745048523,2.5962491035461426,7.137918472290039,2.7713212966918945,2.6326682567596436
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,16,330,330,0.22539663314819336,2.8162543773651123,9.64500617980957,2.5510497093200684,2.8384408950805664
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,17,662,662,0.26356977224349976,2.8232407569885254,8.51749038696289,2.4139082431793213,2.703796148300171
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,18,1283,1283,0.19437959790229797,2.2822651863098145,7.786876678466797,3.6546058654785156,2.263739585876465
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,19,3010,3010,0.20856080949306488,2.580350875854492,7.746623516082764,2.9776387214660645,2.6205320358276367
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,20,1200,1200,0.2129877209663391,2.026033401489258,6.715152263641357,3.9429678916931152,2.109025239944458
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,21,1619,1619,0.2358371466398239,2.3444840908050537,7.286624908447266,3.59378719329834,2.337780714035034
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,22,430,430,0.21438542008399963,2.7741236686706543,8.069474220275879,2.8119633197784424,2.8060719966888428
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,23,81823,81823,0.23913682997226715,2.1227803230285645,5.5050177574157715,3.43172287940979,2.3986222743988037
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,24,48,48,0.2399870902299881,1.8796515464782715,5.003414154052734,3.4787540435791016,2.24545955657959
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,25,1174,1174,0.2327066957950592,2.514627695083618,6.385132789611816,2.7372429370880127,2.78814697265625
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,26,1418,1418,0.1921500265598297,2.2101521492004395,5.609542369842529,3.391740322113037,2.5116443634033203
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,27,32284,32284,0.2122442126274109,1.7103995084762573,5.040724754333496,4.390995502471924,1.9481662511825562
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,28,364,364,0.26811644434928894,2.4132323265075684,5.0106048583984375,2.738004446029663,2.7235631942749023
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,29,82,82,0.2534233331680298,2.358926296234131,4.696009159088135,2.8767011165618896,2.8371591567993164
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,30,2363,2363,0.22263410687446594,2.1190922260284424,4.292834281921387,2.8136699199676514,2.7284772396087646
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,31,4036,4036,0.20858272910118103,1.984058141708374,4.386307716369629,3.4241981506347656,2.5661444664001465
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,32,24716,24716,0.19524146616458893,1.7779808044433594,4.1914849281311035,3.6982481479644775,2.339404821395874
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,33,2802,2802,0.18897616863250732,1.8667336702346802,3.843801736831665,3.490474224090576,2.498429298400879
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,34,81823,81823,0.21046477556228638,1.7998920679092407,3.9996631145477295,3.53402042388916,2.404249906539917
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,35,48,48,0.19573278725147247,1.6774678230285645,4.155251979827881,3.6629066467285156,2.2160534858703613
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,36,323,323,0.20357000827789307,2.209015130996704,3.3242437839508057,2.715593099594116,3.082686185836792
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,37,14765,14765,0.2134580910205841,1.909161925315857,3.7337112426757812,3.2618601322174072,2.564146041870117
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,38,81823,81823,0.20286117494106293,1.7069011926651,3.7286622524261475,3.7023348808288574,2.3866164684295654
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,39,48,48,0.19413705170154572,1.7266654968261719,3.6011245250701904,3.7146401405334473,2.371189594268799
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,40,304,304,0.2033787965774536,1.9966378211975098,2.6037352085113525,3.0431301593780518,2.7945454120635986
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,41,279,279,0.1770632565021515,1.807590126991272,2.7985942363739014,3.535151958465576,2.633486270904541
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,42,3723,3723,0.2397260218858719,1.8456398248672485,2.967989683151245,3.243135929107666,2.549656391143799
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,43,4273,4273,0.2358921766281128,2.0233874320983887,2.461082696914673,2.7779221534729004,2.824291706085205
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,44,1174,1174,0.2571364939212799,2.3296258449554443,1.6186283826828003,2.1627416610717773,3.2860052585601807
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,1,23,45,264,264,0.20704714953899384,2.0183167457580566,1.784180998802185,2.9181761741638184,2.8804051876068115
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,2,0,0,37,37,0.9996695518493652,0.4211997985839844,0.8810226917266846,0.10148816555738449,0.34458959102630615
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,2,0,1,82276,82276,0.9999686479568481,0.18202976882457733,0.26310306787490845,0.04320422187447548,0.17436003684997559
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,2,0,2,12711,12711,0.9999265670776367,0.15939359366893768,0.3577307164669037,0.08389966934919357,0.18496228754520416
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,2,0,3,50697,50697,0.9998207688331604,0.3539125323295593,0.8486071228981018,0.10625645518302917,0.3249541223049164
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,2,0,4,430,430,0.9989926815032959,0.6164550185203552,1.8095757961273193,0.23978868126869202,0.5741774439811707
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,2,0,5,81823,81823,0.9998773336410522,0.23866918683052063,0.49053671956062317,0.0868479460477829,0.26974231004714966
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,2,0,6,48,48,0.9998117089271545,0.1734910011291504,0.46797409653663635,0.11445951461791992,0.19860348105430603
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,2,0,7,279,279,0.9994821548461914,0.47130143642425537,1.2409943342208862,0.19059599936008453,0.4585050940513611
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,2,0,8,2363,2363,0.9991360306739807,0.4566718339920044,1.4724950790405273,0.33128663897514343,0.503264307975769
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,2,0,9,574,574,0.9948691725730896,0.7372579574584961,3.4182419776916504,0.6118541359901428,0.6489273309707642
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,2,0,10,264,264,0.9971791505813599,0.6624271869659424,2.676809787750244,0.6490580439567566,0.6657888889312744
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,2,0,11,330,330,0.9950672388076782,1.022400975227356,3.3455729484558105,0.7402812242507935,0.9495803713798523
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,2,0,12,78856,78856,0.9995407462120056,0.39817237854003906,1.1172173023223877,0.24481122195720673,0.4229055643081665
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,2,0,13,81823,81823,0.9998201131820679,0.2813578248023987,0.6614699959754944,0.13709446787834167,0.3178803026676178
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,2,0,14,48,48,0.9998506307601929,0.20568129420280457,0.5503843426704407,0.13077722489833832,0.21601420640945435
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,2,0,15,73944,73944,0.9997027516365051,0.4114490747451782,1.1603535413742065,0.21173128485679626,0.42456138134002686
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,2,0,16,330,330,0.6518867611885071,1.3806699514389038,12.505756378173828,3.819375514984131,1.451981782913208
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,2,0,17,662,662,0.9972354173660278,0.9554909467697144,2.9852991104125977,0.4377427399158478,0.8334580063819885
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,2,0,18,1283,1283,0.9998884797096252,0.23775142431259155,0.5613874197006226,0.09139353781938553,0.2496223896741867
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,2,0,19,3010,3010,0.992786169052124,0.5536081790924072,2.9366953372955322,0.6546197533607483,0.5284695625305176
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,2,0,20,1200,1200,0.9810234308242798,0.6673249006271362,4.130582332611084,0.875220000743866,0.6218098998069763
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,2,0,21,1619,1619,0.9780442714691162,0.7345247864723206,4.8020405769348145,0.8232205510139465,0.5913398265838623
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,2,0,22,430,430,0.939418613910675,1.1153593063354492,6.99467134475708,1.6608105897903442,1.088248372077942
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,2,0,23,81823,81823,0.9999194741249084,0.25565528869628906,0.41937360167503357,0.08592339605093002,0.3099793791770935
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,2,0,24,48,48,0.9999339580535889,0.11901228129863739,0.1542007178068161,0.09395212680101395,0.18104252219200134
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,2,0,25,1174,1174,0.9985989928245544,0.5884165167808533,1.5502862930297852,0.45039689540863037,0.8175283670425415
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,2,0,26,1418,1418,0.9981324076652527,0.5037065148353577,1.8261029720306396,0.3931359648704529,0.6220903396606445
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,2,0,27,32284,32284,0.999886691570282,0.11268582940101624,0.10075073689222336,0.117873914539814,0.2580511271953583
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,2,0,28,364,364,0.9997991323471069,0.44271790981292725,0.549609363079071,0.16929973661899567,0.4974907338619232
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,2,0,29,82,82,0.9998997449874878,0.17696963250637054,0.20383572578430176,0.12293325364589691,0.2972601056098938
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_pattern,2,0,30,2363,2363,0.9996851682662964,0.2392631620168686,0.2955959439277649,0.2003268301486969,0.47924908995628357
