sample_id,task_id,condition,mode,layer,head,token_index,left_token_id,right_token_id,cosine_similarity
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,3,20,1200,1200,-0.027486611157655716
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,3,21,1619,1619,0.5563416481018066
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,3,22,430,430,0.5032625794410706
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,3,23,81823,81823,0.4254269599914551
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,3,24,48,48,0.4231555163860321
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,3,25,1174,1174,0.40250009298324585
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,3,26,1418,1418,0.5033987164497375
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,3,27,32284,32284,0.5112653374671936
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,3,28,364,364,0.44073280692100525
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,3,29,82,82,0.514711856842041
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,3,30,2363,2363,0.5681552290916443
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,3,31,4036,4036,0.5171891450881958
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,3,32,24716,24716,0.4346471428871155
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,3,33,2802,2802,0.5098997950553894
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,3,34,81823,81823,0.4094775319099426
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,3,35,48,48,0.4877423346042633
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,3,36,323,323,0.46561476588249207
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,3,37,14765,14765,0.4890606701374054
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,3,38,81823,81823,0.4740329384803772
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,3,39,48,48,0.47965386509895325
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,3,40,304,304,0.5065266489982605
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,3,41,279,279,0.5394201874732971
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,3,42,3723,3723,0.13145850598812103
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,3,43,4273,4273,0.5327712297439575
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,3,44,1174,1174,0.4906351566314697
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,3,45,264,264,0.5024239420890808
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,0,37,37,0.38910627365112305
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,1,82276,82276,0.242371067404747
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,2,12711,12711,0.5671802759170532
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,3,50697,50697,0.43696171045303345
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,4,430,430,0.42526230216026306
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,5,81823,81823,0.08193468302488327
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,6,48,48,0.43233242630958557
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,7,279,279,0.5837918519973755
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,8,2363,2363,0.585717499256134
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,9,574,574,0.4679628014564514
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,10,264,264,0.5101399421691895
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,11,330,330,0.4812261760234833
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,12,78856,78856,0.5650926232337952
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,13,81823,81823,0.45473846793174744
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,14,48,48,0.414184033870697
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,15,73944,73944,0.6756436228752136
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,16,330,330,0.46531999111175537
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,17,662,662,0.4613149166107178
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,18,1283,1283,0.6826044321060181
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,19,3010,3010,0.6030653715133667
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,20,1200,1200,0.20368795096874237
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,21,1619,1619,0.6420098543167114
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,22,430,430,0.5757082104682922
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,23,81823,81823,0.45032742619514465
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,24,48,48,0.46898728609085083
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,25,1174,1174,0.49869832396507263
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,26,1418,1418,0.6091820597648621
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,27,32284,32284,0.6464090943336487
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,28,364,364,0.5293631553649902
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,29,82,82,0.39075973629951477
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,30,2363,2363,0.5559568405151367
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,31,4036,4036,0.5922359824180603
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,32,24716,24716,0.5027547478675842
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,33,2802,2802,0.5754424929618835
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,34,81823,81823,0.46457377076148987
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,35,48,48,0.5504554510116577
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,36,323,323,0.5496053695678711
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,37,14765,14765,0.6944959163665771
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,38,81823,81823,0.5647846460342407
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,39,48,48,0.5881432890892029
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,40,304,304,0.798687219619751
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,41,279,279,0.784537672996521
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,42,3723,3723,0.37369439005851746
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,43,4273,4273,0.6318589448928833
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,44,1174,1174,0.5338829159736633
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,4,45,264,264,0.6778087019920349
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,0,37,37,0.5739587545394897
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,1,82276,82276,-0.18522526323795319
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,2,12711,12711,0.27611836791038513
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,3,50697,50697,0.7432183623313904
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,4,430,430,0.4971819221973419
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,5,81823,81823,0.7942104935646057
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,6,48,48,0.28294989466667175
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,7,279,279,0.6400553584098816
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,8,2363,2363,0.3799043595790863
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,9,574,574,0.4256076216697693
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,10,264,264,0.7089222073554993
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,11,330,330,0.5579740405082703
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,12,78856,78856,0.8331015706062317
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,13,81823,81823,0.9257012009620667
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,14,48,48,0.7146807909011841
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,15,73944,73944,0.5128625631332397
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,16,330,330,0.3194083273410797
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,17,662,662,0.4001528322696686
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,18,1283,1283,0.7798141241073608
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,19,3010,3010,0.8140258193016052
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,20,1200,1200,-0.1321427971124649
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,21,1619,1619,0.6395276784896851
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,22,430,430,0.8641446232795715
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,23,81823,81823,0.8585917353630066
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,24,48,48,0.6590891480445862
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,25,1174,1174,0.7486147880554199
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,26,1418,1418,0.6596699357032776
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,27,32284,32284,0.4934094548225403
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,28,364,364,0.7977815270423889
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,29,82,82,0.759090781211853
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,30,2363,2363,0.39993181824684143
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,31,4036,4036,0.6030756831169128
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,32,24716,24716,0.5518101453781128
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,33,2802,2802,0.5692098140716553
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,34,81823,81823,0.8782546520233154
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,35,48,48,0.7297945022583008
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,36,323,323,0.7704878449440002
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,37,14765,14765,0.6292235255241394
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,38,81823,81823,0.924235999584198
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,39,48,48,0.496579110622406
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,40,304,304,0.6324297785758972
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,41,279,279,0.6775263547897339
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,42,3723,3723,0.45236650109291077
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,43,4273,4273,0.46735790371894836
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,44,1174,1174,0.491324782371521
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,5,45,264,264,0.6355686187744141
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,0,37,37,0.8296117186546326
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,1,82276,82276,0.7727041840553284
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,2,12711,12711,0.7822355031967163
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,3,50697,50697,0.7696377038955688
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,4,430,430,0.7169561982154846
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,5,81823,81823,0.7497290372848511
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,6,48,48,0.6732750535011292
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,7,279,279,0.7856651544570923
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,8,2363,2363,0.7741791009902954
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,9,574,574,0.7671360969543457
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,10,264,264,0.7542903423309326
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,11,330,330,0.7494913935661316
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,12,78856,78856,0.7829140424728394
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,13,81823,81823,0.7849153876304626
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,14,48,48,0.7614130973815918
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,15,73944,73944,0.7928662300109863
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,16,330,330,0.7567602396011353
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,17,662,662,0.7332874536514282
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,18,1283,1283,0.7456962466239929
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,19,3010,3010,0.7211843729019165
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,20,1200,1200,0.01411971915513277
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,21,1619,1619,0.7190109491348267
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,22,430,430,0.7088249921798706
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,23,81823,81823,0.7401283383369446
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,24,48,48,0.7410982847213745
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,25,1174,1174,0.7549419403076172
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,26,1418,1418,0.727601170539856
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,27,32284,32284,0.7619302272796631
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,28,364,364,0.7598742842674255
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,29,82,82,0.7598734498023987
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,30,2363,2363,0.7531091570854187
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,31,4036,4036,0.7531005144119263
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,32,24716,24716,0.7895069718360901
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,33,2802,2802,0.7233638167381287
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,34,81823,81823,0.6700201034545898
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,35,48,48,0.6781939268112183
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,36,323,323,0.7315050959587097
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,37,14765,14765,0.737027645111084
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,38,81823,81823,0.6305145621299744
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,39,48,48,0.63016277551651
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,40,304,304,0.7181494832038879
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,41,279,279,0.7189366817474365
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,42,3723,3723,-0.14700518548488617
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,43,4273,4273,0.7319098711013794
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,44,1174,1174,0.6686608791351318
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,6,45,264,264,0.7624363899230957
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,7,0,37,37,0.6840679049491882
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,7,1,82276,82276,0.6252087950706482
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,7,2,12711,12711,0.7541776895523071
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,7,3,50697,50697,0.7247583270072937
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,7,4,430,430,0.7345479130744934
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,7,5,81823,81823,0.7442525029182434
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,7,6,48,48,0.7451769113540649
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,7,7,279,279,0.7575128674507141
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,7,8,2363,2363,0.6614077091217041
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,7,9,574,574,0.7044754028320312
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,7,10,264,264,0.7506505846977234
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,7,11,330,330,0.6966313123703003
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,7,12,78856,78856,0.7677446603775024
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,7,13,81823,81823,0.7536722421646118
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,7,14,48,48,0.7521530985832214
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,7,15,73944,73944,0.7538525462150574
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,7,16,330,330,0.7389204502105713
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,7,17,662,662,0.7089101076126099
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,7,18,1283,1283,0.7356643676757812
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,7,19,3010,3010,0.744879424571991
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,7,20,1200,1200,0.6143919229507446
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,7,21,1619,1619,0.7506584525108337
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,7,22,430,430,0.7302538156509399
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,7,23,81823,81823,0.6817922592163086
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,7,24,48,48,0.6553995609283447
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,7,25,1174,1174,0.6698664426803589
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,7,26,1418,1418,0.7110162973403931
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,7,27,32284,32284,0.7122557163238525
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,7,28,364,364,0.6579973697662354
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,7,29,82,82,0.7007045149803162
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,7,30,2363,2363,0.698567807674408
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,7,31,4036,4036,0.7084301710128784
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,7,32,24716,24716,0.669603168964386
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,7,33,2802,2802,0.7445006966590881
add_zxq_after_t_or_l-000931,add_zxq_after_t_or_l,instruction_only_vs_lora_only,attention_output,8,7,34,81823,81823,0.7167888283729553
